Reason for absence;Month of absence;Day of the week;Seasons;Transportation expense;Distance from Residence to Work;Service time;Age;Work load Average/day ;Hit target;Disciplinary failure;Son;Social drinker;Social smoker;Pet;Body mass index;Gabarito_Horas_Falta
23,0;9;3,0;1;176,0;51,0;18;38,0;241,688040441277;92;0;0;1;0;0;31;3
26,0;12;4,0;4;235,0;11,0;14;37,0;261,1216804866228;97;0;1;0;0;1;29;8
0,0;9;5,0;1;228,0;20,0;13;43,0;295,1135945767268;81;1;1;1;0;0;38;1
0,0;9;5,0;1;239,0;26,0;13;43,0;294,0460183856675;81;1;1;1;0;0;38;-1
23,0;9;3,0;1;184,0;52,0;18;38,0;242,0941912335417;92;0;0;1;0;0;31;4
26,0;7;6,0;1;115,0;9,0;10;38,0;228,4471927836602;92;0;0;0;0;0;28;9
6,0;3;5,0;2;290,0;26,0;13;33,0;345,2333893196973;95;0;2;1;0;1;30;8
18,0;12;3,0;2;155,0;12,0;14;34,0;286,5383482937112;98;0;2;1;0;0;25;80
25,0;3;3,0;2;247,0;26,0;14;46,0;220,34587455489947;99;0;2;0;0;1;32;4
26,0;7;3,0;1;328,0;17,0;4;28,0;276,44615243138946;98;0;0;0;0;0;25;8
13,0;12;6,0;4;184,0;28,0;9;30,0;279,66856370704653;98;0;0;0;0;0;19;2
11,0;11;2,0;4;117,0;10,0;10;37,0;284,46987495737795;97;0;0;0;0;0;28;7
13,0;3;4,0;3;119,0;12,0;18;50,0;245,3106821196581;98;0;1;1;0;0;31;8
14,0;3;2,0;2;282,0;5,0;14;39,0;340,01889590626763;95;0;2;1;1;0;24;8
28,0;11;6,0;4;261,0;50,0;11;36,0;306,6093877366214;93;0;4;1;0;0;23;4
25,0;1;6,0;2;182,0;21,0;17;40,0;311,3946057731888;96;0;2;0;1;0;22;4
23,0;6;4,0;1;116,0;12,0;18;50,0;252,23415934079412;95;0;1;1;0;0;31;2
25,0;7;6,0;1;150,0;12,0;14;34,0;275,8328306093723;98;0;2;1;0;0;25;1
22,0;10;6,0;4;286,0;26,0;13;33,0;262,3544462191299;88;0;2;1;0;1;30;8
28,0;3;6,0;3;174,0;50,0;18;38,0;243,4747025922282;98;0;0;1;0;0;31;9
0,0;9;3,0;4;296,0;37,0;13;34,0;244,10606103768245;92;1;2;1;0;1;30;1
22,0;6;5,0;3;379,0;48,0;11;36,0;274,1296065963525;96;0;2;0;1;4;21;9
0,0;10;6,0;4;231,0;21,0;13;43,0;263,8922927052983;88;1;1;1;0;0;38;-1
22,0;3;4,0;2;356,0;52,0;3;28,0;245,1485234760836;98;0;1;1;0;4;27;8
11,0;11;4,0;4;114,0;10,0;10;37,0;285,3842971369386;97;0;0;0;0;0;28;2
23,0;9;2,0;1;179,0;51,0;18;38,0;263,2051779364315;87;0;0;1;0;0;31;4
13,0;3;4,0;3;157,0;13,0;14;34,0;222,84951927176868;99;0;2;1;0;0;25;24
23,0;2;3,0;2;250,0;26,0;16;41,0;251,1959940664557;96;0;0;1;0;0;23;1
23,0;9;3,0;1;187,0;26,0;7;27,0;239,13342941829487;92;0;0;0;0;0;21;2
11,0;2;4,0;2;152,0;26,0;6;29,0;254,1263826976916;96;0;0;1;1;0;22;17
28,0;6;2,0;1;286,0;49,0;29;49,0;376,5178670378061;94;0;0;0;0;2;36;2
28,0;5;5,0;3;291,0;31,0;12;40,0;236,3980331506207;99;0;1;1;0;1;25;1
11,0;7;4,0;1;265,0;49,0;11;36,0;239,043006616406;97;0;4;1;0;0;23;8
13,0;4;5,0;3;182,0;30,0;13;33,0;244,65386008049205;91;0;2;0;0;2;25;9
0,0;3;5,0;3;235,0;10,0;14;37,0;245,59429035070715;98;1;1;0;0;1;29;0
26,0;7;6,0;1;117,0;10,0;10;37,0;232,0006251198488;92;0;0;0;0;0;28;9
23,0;12;4,0;4;226,0;27,0;9;28,0;280,34924383516426;98;0;1;0;0;2;24;3
27,0;2;4,0;2;179,0;52,0;17;38,0;251,1185117716496;96;0;0;1;0;0;31;3
28,0;10;5,0;4;226,0;13,0;18;50,0;263,6554576731096;88;0;1;1;0;0;31;2
27,0;1;2,0;2;118,0;10,0;10;37,0;306,9262079061496;95;0;0;0;0;0;28;3
28,0;4;4,0;3;179,0;50,0;18;38,0;239,0509840596044;98;0;0;1;0;0;31;4
13,0;2;5,0;2;170,0;25,0;9;31,0;261,4355086332521;97;0;0;0;0;0;19;1
28,0;12;6,0;4;264,0;49,0;11;36,0;237,1815006443932;93;0;4;1;0;0;23;3
23,0;7;4,0;1;116,0;8,0;10;37,0;262,466797133693;93;0;0;0;0;0;28;2
16,0;5;6,0;3;179,0;22,0;17;40,0;236,0655407431862;99;0;2;0;1;0;22;0
28,0;5;6,0;3;255,0;26,0;11;36,0;249,68732804807885;99;0;4;1;0;0;23;2
23,0;2;3,0;2;220,0;25,0;9;28,0;304,8894659372099;99;0;1;0;0;2;24;2
28,0;12;2,0;2;173,0;51,0;18;38,0;233,11166449718084;93;0;0;1;0;0;31;3
24,0;11;4,0;4;285,0;36,0;13;33,0;269,22210539408286;93;0;2;1;0;1;30;8
13,0;3;2,0;3;179,0;26,0;9;30,0;223,69127294910552;99;0;0;0;0;0;19;3
19,0;3;3,0;2;154,0;27,0;6;29,0;345,8866197065006;95;0;0;1;1;0;22;3
28,0;10;5,0;4;113,0;13,0;18;50,0;268,1574962966583;88;0;1;1;0;0;31;1
27,0;2;4,0;2;177,0;26,0;18;38,0;265,8814434418037;97;0;0;1;0;0;31;1
0,0;9;5,0;4;230,0;26,0;13;43,0;294,9274988136403;81;1;1;1;0;0;38;0
19,0;2;2,0;2;226,0;51,0;1;31,0;266,61862202259863;97;0;1;1;0;8;21;2
28,0;3;2,0;2;178,0;51,0;18;38,0;244,897176324716;98;0;0;1;0;0;31;17
25,0;2;6,0;2;237,0;16,0;8;32,0;264,06282762554605;97;0;0;0;0;0;25;2
28,0;10;3,0;4;116,0;13,0;18;50,0;262,46922343837633;88;0;1;1;0;0;31;1
23,0;10;6,0;4;228,0;25,0;9;28,0;254,9840378201445;93;0;1;0;0;2;24;4
18,0;7;5,0;1;179,0;26,0;9;30,0;276,44552005675826;98;0;0;0;0;0;19;8
28,0;5;2,0;3;158,0;11,0;14;34,0;378,2782698193184;92;0;2;1;0;0;25;1
18,0;12;3,0;2;157,0;12,0;14;34,0;279,8547402324446;98;0;2;1;0;0;25;79
13,0;3;3,0;2;155,0;11,0;14;34,0;342,17039456311284;95;0;2;1;0;0;25;8
23,0;12;4,0;4;222,0;26,0;9;28,0;282,1855974988455;98;0;1;0;0;2;24;2
23,0;7;5,0;1;183,0;26,0;9;30,0;228,7503295918132;92;0;0;0;0;0;19;2
27,0;2;4,0;2;178,0;26,0;9;30,0;265,0599587095063;97;0;0;0;0;0;19;3
0,0;9;5,0;4;232,0;19,0;13;43,0;294,8332499012467;81;1;1;1;0;0;38;1
19,0;5;4,0;3;229,0;15,0;15;41,0;235,70134974484327;99;0;2;1;0;2;28;4
6,0;7;2,0;1;231,0;15,0;16;58,0;264,8704318254022;93;0;2;0;0;1;22;7
28,0;3;3,0;3;244,0;25,0;16;41,0;244,5345126146385;98;0;0;1;0;0;23;2
13,0;6;6,0;3;238,0;12,0;14;37,0;376,7156719372173;94;0;1;0;0;1;29;15
10,0;10;2,0;4;362,0;52,0;3;28,0;264,8138153786027;88;0;1;1;0;4;27;9
14,0;3;5,0;3;283,0;4,0;14;39,0;339,8351191449568;95;0;2;1;1;0;24;16
27,0;2;6,0;2;173,0;50,0;18;38,0;262,7090143089416;97;0;0;1;0;0;31;2
25,0;5;2,0;3;181,0;26,0;9;30,0;244,6808497543961;99;0;0;0;0;0;19;2
28,0;4;6,0;3;307,0;25,0;13;43,0;240,5842494477189;98;0;2;1;1;1;25;8
28,0;8;3,0;1;248,0;25,0;16;41,0;249,6825073670524;93;0;0;1;0;0;23;5
23,0;5;5,0;3;238,0;16,0;8;32,0;240,2844891668684;99;0;0;0;0;0;25;3
0,0;10;4,0;4;130,0;14,0;18;50,0;252,32765600940624;93;1;1;1;0;0;31;1
23,0;9;4,0;1;228,0;26,0;9;28,0;262,3969719911315;87;0;1;0;0;2;24;1
22,0;11;2,0;4;226,0;29,0;13;33,0;303,84320904387306;93;0;2;0;0;2;25;8
0,0;6;2,0;3;228,0;29,0;12;48,0;276,33266563585426;96;1;1;0;1;5;33;-1
18,0;8;2,0;1;295,0;35,0;13;33,0;207,4442806248947;92;0;2;1;0;1;30;10
27,0;2;4,0;2;176,0;27,0;9;30,0;262,9524415928948;97;0;0;0;0;0;19;3
23,0;7;5,0;1;276,0;5,0;14;39,0;228,7783303438311;92;0;2;1;1;0;24;3
27,0;2;5,0;2;182,0;50,0;18;38,0;267,0983776504899;97;0;0;1;0;0;31;2
23,0;8;2,0;1;292,0;36,0;13;33,0;267,5240581155653;94;0;2;1;0;1;30;2
23,0;5;4,0;3;181,0;26,0;9;30,0;244,89090187685545;99;0;0;0;0;0;19;2
18,0;1;3,0;2;159,0;12,0;14;34,0;311,2567598630497;96;0;2;1;0;0;25;7
0,0;5;4,0;3;389,0;16,0;9;50,0;375,90964982010433;92;1;0;0;0;0;24;1
13,0;8;2,0;1;364,0;52,0;3;28,0;201,9851777938712;92;0;1;1;0;4;27;41
23,0;11;5,0;4;182,0;26,0;18;38,0;282,50150936790146;97;0;0;1;0;0;31;1
23,0;3;4,0;2;226,0;37,0;12;33,0;225,63110179073053;99;0;2;1;0;1;30;8
13,0;7;2,0;1;368,0;16,0;12;32,0;264,4039579016162;93;0;3;1;0;0;25;80
23,0;4;4,0;3;332,0;15,0;4;28,0;239,25379801856312;98;0;0;0;0;0;24;7
0,0;7;3,0;1;226,0;13,0;18;50,0;238,8435948125899;97;1;1;1;0;0;31;-1
23,0;11;6,0;4;223,0;26,0;9;28,0;266,46104450083783;93;0;1;0;0;2;24;2
23,0;8;2,0;1;279,0;34,0;13;33,0;265,8945951196234;94;0;2;1;0;1;30;1
11,0;9;2,0;1;177,0;52,0;18;38,0;295,7587790267821;81;0;0;1;0;0;31;8
23,0;11;4,0;4;229,0;26,0;9;28,0;304,4519411567668;93;0;1;0;0;2;24;0
8,0;8;3,0;1;363,0;52,0;3;28,0;259,0523614413178;94;0;1;1;0;4;27;7
26,0;11;2,0;4;232,0;19,0;13;43,0;284,25039027279945;97;0;1;1;0;0;38;9
23,0;11;5,0;4;226,0;31,0;12;40,0;309,61068101414435;93;0;1;1;0;1;25;5
0,0;11;3,0;4;278,0;6,0;14;38,0;284,40767643296;97;1;2;1;1;0;24;0
23,0;2;6,0;2;180,0;51,0;18;37,0;249,9307152692992;96;0;0;1;0;0;31;3
5,0;7;6,0;1;123,0;10,0;10;37,0;275,8014253493397;98;0;0;0;0;0;28;8
26,0;4;6,0;3;328,0;26,0;4;28,0;235,6810646997393;98;0;0;0;0;0;24;4
28,0;2;6,0;2;259,0;49,0;11;36,0;253,52474424027568;96;0;4;1;0;0;23;3
10,0;10;6,0;4;229,0;25,0;9;29,0;285,83984536579027;91;0;1;0;0;2;24;3
23,0;1;5,0;2;183,0;42,0;7;27,0;308,179529333136;95;0;0;0;0;0;21;2
14,0;4;5,0;3;226,0;12,0;18;50,0;248,08450910238932;91;0;1;1;0;0;31;1
0,0;5;3,0;3;116,0;12,0;18;50,0;237,92787135707613;99;1;1;1;0;0;31;0
0,0;6;6,0;3;183,0;50,0;18;38,0;253,39030648541004;95;1;0;1;0;0;31;0
22,0;3;3,0;2;180,0;23,0;17;40,0;244,6806196918588;98;0;2;0;1;0;22;9
23,0;10;5,0;4;226,0;13,0;18;50,0;261,46859173322423;88;0;1;1;0;0;30;1
7,0;5;2,0;3;226,0;53,0;3;28,0;239,4462922074546;99;0;1;1;0;4;27;7
23,0;6;5,0;3;225,0;26,0;9;28,0;253,7870790972063;95;0;1;0;0;2;24;4
23,0;12;2,0;4;224,0;27,0;9;28,0;280,5573306908502;98;0;1;0;0;2;24;3
18,0;3;3,0;2;118,0;26,0;10;37,0;240,9204800372056;98;0;0;0;0;0;28;8
23,0;11;5,0;4;290,0;32,0;12;40,0;305,9560790339862;93;0;1;1;0;1;25;2
23,0;9;5,0;1;289,0;31,0;12;40,0;241,2379365459946;92;0;1;1;0;1;25;5
23,0;8;3,0;1;232,0;11,0;14;37,0;264,1377021362141;94;0;1;0;0;1;29;0
23,0;1;5,0;2;183,0;43,0;7;28,0;306,93059167468465;95;0;0;0;0;0;21;2
23,0;11;5,0;4;292,0;31,0;12;40,0;309,9063095826881;93;0;1;1;0;1;26;4
19,0;6;2,0;3;252,0;26,0;16;41,0;373,907206741099;94;0;0;1;0;0;23;7
16,0;4;3,0;3;181,0;22,0;17;40,0;243,48734544853048;91;0;2;0;1;0;22;2
8,0;5;2,0;3;179,0;22,0;17;40,0;243,45519412078227;99;0;2;0;1;0;22;2
18,0;1;6,0;2;176,0;22,0;17;39,0;314,7717062460397;96;0;2;0;1;0;22;4
22,0;6;5,0;1;232,0;50,0;1;31,0;277,4294961191992;96;0;1;1;0;8;21;8
19,0;3;2,0;3;259,0;50,0;11;36,0;245,6182679789888;98;0;4;1;0;0;23;8
28,0;3;2,0;3;226,0;25,0;9;28,0;345,0092982785518;95;0;1;0;0;2;24;2
0,0;4;2,0;3;229,0;29,0;12;48,0;329,13007580473777;96;1;1;0;1;5;33;0
28,0;3;6,0;2;240,0;25,0;16;41,0;247,07782966817376;98;0;0;1;0;0;23;1
23,0;10;3,0;4;118,0;10,0;10;36,0;256,1939726729344;93;0;0;0;0;0;28;2
13,0;6;4,0;3;120,0;12,0;18;50,0;377,29754110122985;94;0;1;1;0;0;31;9
28,0;8;3,0;1;115,0;11,0;10;37,0;246,7679725554636;93;0;0;0;0;0;28;4
19,0;12;2,0;2;289,0;26,0;13;32,0;238,8059005216537;93;0;2;1;0;1;30;8
10,0;6;2,0;3;248,0;26,0;16;41,0;379,8354213574203;94;0;0;1;0;0;23;8
28,0;9;3,0;1;250,0;25,0;16;41,0;260,91191069015554;87;0;0;1;0;0;23;1
6,0;8;4,0;1;182,0;26,0;7;27,0;265,96444379377675;94;0;0;0;0;0;21;9
22,0;2;6,0;2;288,0;36,0;13;33,0;250,4557855203168;96;0;2;1;0;1;30;3
13,0;10;3,0;4;230,0;26,0;9;27,0;283,37042882838085;91;0;1;0;0;2;24;3
11,0;8;5,0;1;267,0;11,0;8;33,0;265,2458687833728;94;0;0;0;0;0;25;8
23,0;7;5,0;1;293,0;36,0;13;33,0;241,01180583231863;97;0;2;1;0;1;30;2
14,0;11;5,0;4;248,0;26,0;14;47,0;268,9671409293938;93;0;2;0;0;1;32;3
22,0;7;6,0;1;355,0;52,0;3;28,0;233,12923523882827;92;0;1;1;0;4;27;7
19,0;12;6,0;2;249,0;26,0;16;41,0;257,0679017280204;97;0;0;1;0;0;23;8
19,0;4;4,0;3;378,0;48,0;11;36,0;325,4520176017493;96;0;2;0;1;4;21;8
10,0;6;3,0;3;247,0;24,0;16;41,0;375,539887116917;94;0;0;1;0;0;23;24
23,0;5;5,0;3;364,0;51,0;3;29,0;250,3413004195837;99;0;1;1;0;4;27;1
25,0;7;2,0;1;156,0;26,0;6;28,0;276,34836979967406;98;0;0;1;1;0;22;3
22,0;12;4,0;4;362,0;53,0;3;28,0;261,2054726854324;97;0;1;1;0;4;27;8
19,0;8;6,0;1;288,0;37,0;13;33,0;263,50451657278865;94;0;2;1;0;1;30;7
24,0;11;4,0;4;290,0;36,0;13;33,0;267,3758899767398;93;0;2;1;0;1;30;7
23,0;9;4,0;1;229,0;25,0;9;28,0;263,3974435298049;87;0;1;0;0;2;24;1
23,0;10;3,0;4;120,0;9,0;10;37,0;248,80936416798173;93;0;0;0;0;0;28;3
25,0;3;2,0;2;236,0;26,0;8;32,0;224,16764262464943;99;0;0;0;0;0;25;5
10,0;5;5,0;3;327,0;16,0;4;29,0;235,22786573943932;99;0;0;0;0;0;25;7
1,0;10;4,0;4;182,0;26,0;9;31,0;262,9264402827764;88;0;0;0;0;0;19;6
26,0;10;3,0;4;364,0;17,0;12;31,0;286,2445084799763;91;0;3;1;0;0;25;9
26,0;7;2,0;1;255,0;26,0;11;36,0;231,64260913046937;92;0;4;1;0;0;23;3
11,0;8;2,0;1;179,0;51,0;18;38,0;204,1290501649447;92;0;0;1;0;0;31;0
19,0;2;5,0;2;192,0;28,0;13;33,0;303,08849091681304;99;0;2;0;0;2;25;7
28,0;5;2,0;3;157,0;11,0;14;34,0;381,12328907833;92;0;2;1;0;0;25;1
28,0;12;6,0;4;178,0;51,0;18;38,0;239,87654066600348;93;0;0;1;0;0;31;2
11,0;5;3,0;3;179,0;50,0;18;37,0;379,6219389450061;92;0;0;1;0;0;31;1
23,0;7;6,0;1;177,0;51,0;18;38,0;238,65882831684647;97;0;0;1;0;0;31;2
28,0;2;6,0;2;226,0;15,0;15;41,0;264,351553545252;97;0;2;1;0;2;28;3
11,0;8;5,0;1;288,0;50,0;12;32,0;205,52834903244212;92;0;0;1;0;0;23;5
7,0;10;4,0;4;180,0;26,0;9;30,0;262,68129706669765;88;0;0;0;0;0;19;6
11,0;5;3,0;3;182,0;51,0;18;38,0;378,4824855855921;92;0;0;1;0;0;31;1
25,0;3;4,0;2;231,0;15,0;16;58,0;224,4227052868392;99;0;2;0;0;1;22;1
10,0;10;6,0;4;224,0;26,0;9;28,0;283,9767190869035;91;0;1;0;0;2;24;4
9,0;9;2,0;1;244,0;24,0;16;42,0;295,53322789279804;81;0;0;1;0;0;23;16
19,0;6;2,0;3;247,0;26,0;16;41,0;377,9342033621114;94;0;0;1;0;0;23;8
23,0;7;5,0;1;179,0;26,0;9;30,0;226,80045163728573;92;0;0;0;0;0;19;2
12,0;3;3,0;2;226,0;13,0;16;58,0;220,53388122924812;99;0;2;0;0;1;22;112
22,0;7;3,0;1;356,0;52,0;3;28,0;276,97056913428816;98;0;1;1;0;4;27;10
11,0;6;3,0;1;332,0;16,0;4;28,0;254,7054652786552;95;0;0;0;0;0;25;1
13,0;3;2,0;3;183,0;27,0;9;30,0;343,46110093270914;95;0;0;0;0;0;19;1
13,0;2;5,0;2;176,0;26,0;18;38,0;266,7858490105845;97;0;0;1;0;0;31;9
23,0;7;5,0;1;176,0;26,0;9;31,0;229,2246839853976;92;0;0;0;0;0;19;2
26,0;8;3,0;1;240,0;20,0;13;43,0;246,64349526923348;93;0;1;1;0;0;38;7
11,0;7;4,0;1;258,0;50,0;11;36,0;241,54256522350545;97;0;4;1;0;0;23;7
13,0;8;5,0;1;125,0;12,0;18;50,0;267,24063912667265;94;0;1;1;0;0;31;3
23,0;8;3,0;1;284,0;37,0;13;33,0;264,8949035164084;94;0;2;1;0;1;30;4
28,0;3;6,0;3;183,0;51,0;18;38,0;245,46661599214377;98;0;0;1;0;0;31;8
25,0;8;2,0;1;245,0;25,0;14;47,0;265,2489391581622;94;0;2;0;0;1;32;2
0,0;10;6,0;4;233,0;20,0;13;42,0;268,22333743874856;88;1;1;1;0;0;38;-1
23,0;10;2,0;4;192,0;28,0;13;33,0;285,2897441291919;91;0;2;0;0;2;25;8
27,0;3;6,0;2;178,0;51,0;18;38,0;220,3827475144659;99;0;0;1;0;0;31;3
23,0;2;6,0;2;182,0;43,0;7;27,0;304,6664409270414;99;0;0;0;0;0;21;1
27,0;3;5,0;2;181,0;52,0;18;38,0;223,2080725587004;99;0;0;1;0;0;31;4
0,0;10;4,0;4;118,0;26,0;18;50,0;253,04741712365603;93;1;1;1;0;0;31;-1
28,0;8;4,0;1;157,0;27,0;6;29,0;207,2591677356083;92;0;0;1;1;0;22;4
8,0;8;3,0;1;354,0;52,0;3;28,0;264,0183624428088;94;0;1;1;0;4;27;9
25,0;7;5,0;1;222,0;26,0;9;27,0;232,839132025988;92;0;1;0;0;2;24;4
19,0;7;2,0;1;154,0;13,0;14;34,0;236,4851904855096;97;0;2;1;0;0;25;40
23,0;2;6,0;2;183,0;42,0;7;27,0;305,29110919076453;99;0;0;0;0;0;21;0
11,0;3;2,0;3;229,0;26,0;9;29,0;343,2697753787108;95;0;1;0;0;2;24;8
27,0;2;2,0;2;177,0;51,0;18;38,0;252,1558152002182;96;0;0;1;0;0;31;3
13,0;3;4,0;3;177,0;51,0;18;38,0;342,3559715400749;95;0;0;1;0;0;31;2
23,0;5;4,0;3;181,0;25,0;9;30,0;247,16977098914185;99;0;0;0;0;0;19;3
19,0;7;2,0;1;292,0;36,0;13;33,0;272,637255052166;98;0;2;1;0;1;30;31
27,0;1;5,0;2;122,0;11,0;10;37,0;307,5300685225963;96;0;0;0;0;0;28;2
27,0;2;2,0;2;184,0;52,0;18;38,0;262,2741023591215;97;0;0;1;0;0;31;1
28,0;5;3,0;3;117,0;26,0;10;37,0;238,1386000365409;99;0;0;0;0;0;28;2
22,0;11;3,0;4;359,0;52,0;3;29,0;267,6588170094292;93;0;1;1;0;4;27;8
28,0;6;2,0;3;179,0;51,0;18;38,0;254,1634983729224;95;0;0;1;0;0;31;4
28,0;6;2,0;1;292,0;47,0;29;49,0;378,2242255309664;94;0;0;0;0;2;37;2
1,0;7;4,0;1;121,0;12,0;18;50,0;279,8289880196751;98;0;1;1;0;0;31;8
23,0;12;6,0;4;222,0;26,0;9;28,0;282,07754534401323;98;0;1;0;0;2;24;2
27,0;2;2,0;2;183,0;51,0;18;38,0;265,4852875423338;97;0;0;1;0;0;31;2
17,0;3;3,0;2;181,0;22,0;17;40,0;339,81010641787424;95;0;2;0;1;0;22;7
19,0;4;4,0;3;256,0;26,0;14;47,0;246,39610168233608;91;0;2;0;0;1;32;8
24,0;11;4,0;4;291,0;36,0;13;33,0;265,15038845118664;93;0;2;1;0;1;30;8
26,0;7;2,0;1;258,0;51,0;11;36,0;229,4388670278772;92;0;4;1;0;0;23;5
25,0;11;5,0;4;231,0;10,0;14;37,0;283,5532234767993;97;0;1;0;0;1;29;3
23,0;8;4,0;1;249,0;26,0;14;47,0;210,32450756148407;92;0;2;0;0;1;32;2
22,0;5;2,0;3;236,0;12,0;14;37,0;236,9360659192268;99;0;1;0;0;1;29;9
25,0;2;5,0;2;223,0;27,0;9;28,0;303,92736736935746;99;0;1;0;0;2;24;3
22,0;3;2,0;2;236,0;10,0;14;37,0;247,31555765050533;98;0;1;0;0;1;29;8
26,0;12;4,0;4;226,0;10,0;14;37,0;261,39559544056016;97;0;1;0;0;1;29;8
11,0;6;3,0;1;331,0;15,0;4;28,0;254,6736672853624;95;0;0;0;0;0;25;0
12,0;3;3,0;2;227,0;15,0;16;58,0;220,8091225328293;99;0;2;0;0;1;22;112
27,0;2;4,0;2;184,0;51,0;18;38,0;262,0326790226259;97;0;0;1;0;0;31;2
19,0;6;2,0;3;246,0;25,0;16;41,0;374,4123493489429;94;0;0;1;0;0;23;8
22,0;3;6,0;3;288,0;37,0;13;33,0;243,6221494652249;98;0;2;1;0;1;30;7
11,0;3;2,0;2;176,0;23,0;17;40,0;342,33176076960734;95;0;2;0;1;0;22;41
10,0;11;2,0;4;226,0;12,0;14;34,0;309,36373030063675;93;0;2;1;0;0;25;32
26,0;7;4,0;1;238,0;19,0;13;43,0;264,9850990328274;93;0;1;1;0;0;38;4
28,0;11;5,0;4;226,0;51,0;18;38,0;282,1861786290784;97;0;0;1;0;0;31;2
23,0;8;3,0;1;286,0;36,0;13;33,0;266,7696983223733;94;0;2;1;0;1;30;3
13,0;3;2,0;3;179,0;26,0;9;30,0;342,75830340345635;95;0;0;0;0;0;19;2
28,0;6;5,0;1;227,0;26,0;9;28,0;379,9555312537906;94;0;1;0;0;2;24;2
28,0;8;3,0;1;248,0;26,0;16;41,0;251,6537686536384;93;0;0;1;0;0;23;5
27,0;2;4,0;2;180,0;50,0;18;38,0;253,42300920831107;96;0;0;1;0;0;31;3
23,0;10;2,0;4;190,0;26,0;13;33,0;283,6337246060301;91;0;2;0;0;2;25;9
23,0;12;2,0;4;232,0;10,0;14;37,0;235,7567626677924;93;0;1;0;0;1;29;2
27,0;5;6,0;3;183,0;26,0;9;30,0;236,39554776097663;99;0;0;0;0;0;19;3
0,0;11;6,0;4;376,0;50,0;11;36,0;280,1952587194387;97;1;2;0;1;4;21;0
21,0;11;3,0;4;181,0;51,0;18;38,0;268,3767355464814;93;0;0;1;0;0;31;2
19,0;12;6,0;2;243,0;25,0;16;41,0;261,23728938034;97;0;0;1;0;0;23;9
27,0;3;3,0;2;185,0;52,0;18;38,0;222,49262187283745;99;0;0;1;0;0;31;2
26,0;1;2,0;2;234,0;20,0;14;42,0;331,5252274167664;100;0;1;1;0;0;38;7
23,0;2;3,0;2;248,0;25,0;14;47,0;265,8411877169416;97;0;2;0;0;1;32;1
23,0;10;4,0;4;184,0;52,0;18;39,0;252,6934221281307;93;0;0;1;0;0;31;8
9,0;9;4,0;1;247,0;26,0;16;41,0;293,70539899450614;81;0;0;1;0;0;23;32
14,0;12;5,0;4;360,0;52,0;3;28,0;280,2843221241179;98;0;1;1;0;4;27;4
23,0;1;3,0;2;154,0;12,0;14;34,0;331,7238443501376;100;0;2;1;0;0;25;5
18,0;8;2,0;1;183,0;52,0;18;38,0;205,1545013041672;92;0;0;1;0;0;31;7
13,0;11;6,0;4;221,0;26,0;9;28,0;302,6961814325709;93;0;1;0;0;2;24;3
28,0;11;4,0;4;296,0;32,0;12;39,0;270,6153979223391;93;0;1;1;0;1;25;3
23,0;2;6,0;2;183,0;20,0;17;40,0;265,258929289878;97;0;2;0;1;0;22;2
1,0;7;2,0;1;332,0;17,0;4;28,0;275,12519044253514;98;0;0;0;0;0;25;8
11,0;11;2,0;4;124,0;9,0;10;37,0;286,2485681069253;97;0;0;0;0;0;28;6
23,0;12;4,0;4;232,0;25,0;9;27,0;280,2443756680772;98;0;1;0;0;2;24;3
22,0;6;2,0;3;367,0;53,0;3;28,0;379,37941704405097;94;0;1;1;0;4;27;7
13,0;8;5,0;1;114,0;12,0;18;50,0;268,55464484291787;94;0;1;1;0;0;31;3
23,0;8;3,0;1;237,0;11,0;14;37,0;253,65918756234865;93;0;1;0;0;1;29;4
13,0;6;4,0;3;116,0;14,0;18;50,0;377,4277331106666;94;0;1;1;0;0;31;9
6,0;11;6,0;4;162,0;12,0;14;34,0;304,1685727395624;93;0;2;1;0;0;25;8
11,0;6;2,0;3;180,0;51,0;18;37,0;373,9903592549238;94;0;0;1;0;0;31;8
23,0;1;2,0;2;148,0;12,0;14;34,0;330,101907691528;100;0;2;1;0;0;25;2
10,0;2;5,0;2;181,0;51,0;18;38,0;252,36623101902345;96;0;0;1;0;0;31;5
23,0;4;5,0;3;161,0;12,0;14;34,0;326,5406497509574;96;0;2;1;0;0;25;1
25,0;6;2,0;1;226,0;10,0;10;37,0;275,6403964132761;96;0;0;0;0;0;28;3
22,0;6;5,0;1;227,0;52,0;1;31,0;272,2311504672667;96;0;1;1;0;8;21;8
14,0;10;4,0;4;291,0;26,0;29;49,0;283,90741532456525;91;0;0;0;0;2;36;3
23,0;1;5,0;2;183,0;41,0;7;26,0;313,0096580668966;95;0;0;0;0;0;21;1
23,0;12;4,0;4;220,0;25,0;9;28,0;280,15793351307315;98;0;1;0;0;2;24;2
23,0;6;4,0;1;121,0;12,0;18;50,0;253,08992300083835;95;0;1;1;0;0;31;2
13,0;6;4,0;3;115,0;13,0;18;50,0;377,2165937941799;94;0;1;1;0;0;31;8
10,0;6;2,0;3;241,0;26,0;16;42,0;377,9342131869855;94;0;0;1;0;0;23;7
8,0;5;4,0;3;119,0;11,0;10;37,0;238,400242954049;99;0;0;0;0;0;28;3
28,0;9;6,0;4;285,0;31,0;12;40,0;291,9411235243888;81;0;1;1;0;1;25;2
19,0;2;2,0;2;231,0;51,0;1;30,0;261,98887106026774;97;0;1;1;0;8;21;2
